public_transport_nearby,has_lifts,allows_pets,cctv,floor,antiquity_min_years,antiquity_max_years,rooms,bathrooms,garages,area,stratum,lat,lng,rent_price,admon_price,total_price
0,0,0,0,,20,,3,2,2,60,2,4.75116,-74.04978,1200000,0,1200000
1,1,1,1,2,20,,3,3,2,120,5,4.691152,-74.06205,1300000,500000,1800000
0,0,0,0,,0,5,3,2,1,100,5,6.25294,-75.59515,2600000,0,2600000
1,0,0,0,1,20,,3,2,0,70,3,4.6745577,-74.09771,980000,0,980000
1,0,0,1,2,20,,2,1,1,43,3,4.724317,-74.057014,893000,207000,1100000
0,1,0,1,4,20,,1,1,1,51,6,4.6516786,-74.05454,1208000,346000,1554000
0,1,0,0,,0,5,3,2,1,115,5,6.23917,-75.60243,2900000,0,2900000
1,0,0,0,,10,20,1,1,1,30,4,4.6158195,-74.07174,1031000,319000,1350000
1,1,1,1,3,0,5,1,2,1,62,6,4.6919036,-74.04511,2495000,305000,2800000
0,0,0,0,,10,20,2,1,0,60,3,4.67689,-74.093666,900000,0,900000
1,0,1,1,2,10,20,2,1,0,60,3,4.5826454,-74.12459,700000,0,700000
1,0,1,0,,0,5,2,2,0,190,3,4.6763906,-74.10846,1700000,100000,1800000
1,1,0,1,5,0,5,2,3,2,0,5,4.7192044,-74.04703,1340000,305000,1645000
0,0,0,0,,10,20,3,2,0,250,4,4.675912,-74.06294,5000000,0,5000000
1,1,0,1,1,20,,2,2,1,71,5,4.7006645,-74.07923,956000,397000,1353000
0,0,0,0,,20,,3,2,1,60,4,4.65305,-74.10131,1600000,0,1600000
1,1,0,0,9,0,5,2,2,2,78,6,6.214631,-75.55633,3000000,0,3000000
0,0,0,0,0,5,10,3,2,1,61,2,4.7180634,-74.12846,1300000,0,1300000
0,0,0,0,,10,20,2,2,2,0,4,4.700525,-74.03812,2700000,0,2700000
1,1,0,0,4,10,20,3,4,2,0,6,4.6731186,-74.04867,2220000,590000,2810000
0,1,0,0,3,0,5,2,2,1,80,4,4.6455193,-74.057884,1741000,359000,2100000
1,1,0,1,3,5,10,1,1,1,46,4,4.618283,-74.070435,1139800,160200,1300000
1,0,0,0,1,20,,2,1,1,63,5,4.7003584,-74.06006,1400000,0,1400000
1,1,0,1,15,0,5,1,2,1,54,4,4.645435,-74.053894,1300000,250000,1550000
1,1,0,1,3,20,,3,3,2,120,6,4.674449,-74.045525,2354000,923000,3277000
0,0,0,0,,5,10,4,2,1,57.51,3,4.769634,-74.0505,760000,220000,980000
0,1,0,1,1,0,5,1,1,0,42,6,6.2037797,-75.57227,650001,999999,1650000
1,0,1,0,,20,,3,1,0,54,3,4.6359963,-74.14939,720000,100000,820000
0,0,0,0,,10,20,4,4,2,150,4,4.6699,-74.13043,1750000,425000,2175000
0,1,0,0,13,5,10,3,2,1,126,5,6.2497764,-75.563576,2800000,0,2800000
1,1,0,0,2,5,10,1,2,1,40,6,4.6971946,-74.041145,1738889,11111,1750000
0,1,0,0,4,10,20,1,2,1,71,4,4.6455393,-74.05861,1614000,343000,1957000
0,0,0,0,,20,,3,2,1,96,4,6.2001,-75.5646,1700000,0,1700000
1,0,0,1,4,0,5,1,2,1,45,4,4.612083,-74.06606,1400000,200000,1600000
0,0,0,0,,10,20,3,2,1,130,5,6.25723,-75.59708,1900000,0,1900000
0,1,0,0,,0,5,3,2,1,107,6,6.1955757,-75.57873,2200000,0,2200000
0,0,0,0,4,10,20,2,2,2,104,6,4.67938,-74.04233,4200000,0,4200000
1,0,0,0,2,10,20,3,1,1,0,4,4.73354,-74.05991,2000000,0,2000000
1,1,0,1,7,10,20,3,3,2,159,6,4.662797,-74.05691,2860000,540000,3400000
0,0,0,0,1,0,5,2,1,0,47,3,4.6004615,-74.158356,893000,57000,950000
1,1,0,1,7,5,10,3,2,0,54,4,4.658816,-74.12784,822600,213700,1036300
0,1,0,0,,10,20,3,2,1,70,4,6.20836,-75.59981,1750000,0,1750000
1,0,0,0,,0,5,3,2,2,66,4,4.640695,-74.127,2307000,193000,2500000
0,0,0,0,,20,,2,1,1,45,3,6.29895,-75.57762,650000,0,650000
1,1,0,0,4,10,20,3,2,2,90,4,4.726619,-74.04751,1758000,271000,2029000
1,1,0,1,6,0,5,1,2,1,56.64,3,4.609165,-74.065834,1019800,340200,1360000
1,0,0,0,,10,20,2,2,0,0,4,4.6667786,-74.138214,1250000,0,1250000
1,1,1,0,,5,10,3,4,1,213,5,6.238285,-75.60269,3588000,912000,4500000
0,0,0,0,,0,5,2,2,0,43,3,6.24764,-75.56582,730000,0,730000
0,1,0,0,,0,5,3,2,1,115,5,6.23917,-75.60243,2900000,0,2900000
1,0,0,1,,10,20,3,3,2,113,4,4.737868,-74.061066,2500000,0,2500000
1,0,0,0,2,5,10,1,1,0,55,5,6.246808,-75.60522,1400000,0,1400000
1,1,0,1,8,0,5,1,2,2,0,6,4.677689,-74.05441,2294441,205559,2500000
0,0,0,1,1,20,,1,1,0,29,4,4.7337127,-74.0543,996000,127000,1123000
1,0,0,0,1,20,,2,2,0,75,3,4.701147,-74.095924,1300000,0,1300000
1,0,1,1,5,20,,3,3,1,60,3,4.752246,-74.04936,1027000,173000,1200000
0,0,0,0,,,,2,2,0,80,4,4.642337,-74.07873,1500000,0,1500000
0,0,0,0,,10,20,1,1,1,48,5,4.70421,-74.05384,1500000,0,1500000
1,0,0,0,3,20,,3,3,2,88,4,4.7635098,-74.045845,2400000,0,2400000
1,1,0,0,1,5,10,1,1,1,52,6,4.6791997,-74.05193,1952000,348000,2300000
0,0,0,1,1,0,5,2,1,1,38,3,6.272534,-75.602325,-99999,999999,900000
1,1,0,0,3,10,20,3,2,1,0,5,4.709223,-74.05801,1240000,260000,1500000
0,1,0,0,,5,10,1,1,1,52,6,4.68735,-74.05257,1540000,560000,2100000
0,0,0,0,2,10,20,3,1,0,70,3,4.711363,-74.123024,750000,0,750000
1,1,1,1,2,10,20,1,1,1,35,6,4.696209,-74.052414,700000,300000,1000000
1,1,0,0,4,10,20,2,2,2,136,6,6.1816044,-75.57333,2700000,0,2700000
1,0,0,0,1,10,20,1,1,0,58,4,4.639541,-74.05981,990000,30000,1020000
1,0,0,0,,10,20,1,0,1,0,3,4.751358,-74.06639,1400000,0,1400000
0,0,0,0,2,,,3,3,2,106,6,4.695888,-74.03443,2500000,0,2500000
1,0,0,0,4,10,20,2,2,1,0,4,4.617843,-74.071594,1640000,60000,1700000
0,0,0,0,,5,10,1,1,0,30,3,4.68622,-74.06498,800000,0,800000
0,0,0,0,,10,20,2,2,0,0,6,4.683452,-74.05458,0,3000000,3000000
1,1,0,0,7,10,20,2,3,2,0,6,4.6574974,-74.054,4143000,757000,4900000
0,1,0,1,1,0,5,3,2,2,150,5,6.2425365,-75.577965,1320001,999999,2320000
0,1,0,0,,10,20,3,4,2,217,6,6.18346,-75.56086,6000000,0,6000000
0,0,0,0,1,10,20,3,2,1,72,5,6.2232704,-75.56604,1900000,0,1900000
0,0,0,0,0,5,10,1,1,0,30,3,4.577999,-74.116234,450000,0,450000
0,0,0,1,1,0,5,2,1,1,120,4,6.240093,-75.58472,900001,999999,1900000
1,1,0,0,1,,,3,2,1,20,4,4.66514,-74.13632,1500000,0,1500000
0,0,0,0,2,10,20,3,2,1,105,6,6.2161403,-75.56697,2100000,0,2100000
0,0,0,0,,10,20,4,4,3,297,5,4.652735,-74.05412,5556000,1972000,7528000
0,1,0,1,3,10,20,2,2,1,0,6,4.704982,-74.04246,3900000,0,3900000
0,0,0,0,,10,20,1,2,1,119,6,4.704241,-74.044846,2156800,421600,2578400
0,0,0,0,,0,5,3,2,1,63,3,6.26065,-75.60504,1350000,0,1350000
0,0,0,0,0,10,20,3,3,1,87,4,4.7265162,-74.04725,2000000,0,2000000
0,0,0,0,2,20,,3,2,0,135,5,6.249551,-75.60924,2700000,0,2700000
1,0,1,0,,0,5,2,1,0,50,2,4.6169863,-74.14944,700000,100000,800000
0,1,0,0,5,10,20,2,3,2,96,6,4.6876144,-74.04959,4500000,0,4500000
1,1,0,0,6,5,10,1,2,1,50,4,4.72095,-74.03854,1198000,202000,1400000
1,1,1,0,2,10,20,3,2,1,84,5,4.700529,-74.056496,502000,599000,1101000
0,0,0,0,,20,,2,4,2,90,4,4.675696,-74.045235,1734000,758000,2492000
1,0,0,0,6,10,20,2,1,0,50,3,4.7642965,-74.02892,770000,80000,850000
0,1,0,0,,0,5,2,2,1,43,4,6.2436,-75.61172,1200000,0,1200000
1,1,0,0,3,10,20,4,3,1,0,5,4.7100596,-74.05982,1388200,311800,1700000
0,1,0,0,,0,5,2,3,1,92,6,6.21159,-75.5709,2700000,0,2700000
1,0,0,0,,10,20,3,2,0,0,3,4.598868,-74.06944,1865000,0,1865000
1,0,0,0,,10,20,3,2,0,0,3,4.7194786,-74.070625,1000000,0,1000000
0,0,0,0,1,10,20,3,0,2,93,6,6.1861672,-75.57935,2800000,0,2800000
0,0,0,0,,20,,1,1,0,48,4,4.63543,-74.0755,1000000,0,1000000
0,0,0,0,0,0,5,1,1,0,35,3,4.5785427,-74.10564,550000,0,550000
1,1,0,0,3,5,10,3,3,2,157,6,4.6953917,-74.04623,5200000,0,5200000
1,1,0,1,0,5,10,3,5,4,435,6,6.182957,-75.568275,8300000,0,8300000
0,0,0,1,6,0,5,3,2,0,60,2,4.648134,-74.15425,830000,0,830000
1,1,0,0,2,,,2,2,1,84,6,4.6566577,-74.04879,4200000,0,4200000
1,1,0,1,3,5,10,2,3,2,80,6,4.6934,-74.05362,3600000,0,3600000
1,1,0,0,8,5,10,4,4,3,0,6,4.658074,-74.04687,8683000,2317000,11000000
1,1,1,1,5,5,10,3,4,3,177,6,4.699807,-74.028915,4864000,836000,5700000
0,0,0,0,4,10,20,2,2,2,104,6,4.678463,-74.04318,4700000,0,4700000
0,0,0,0,,0,5,3,2,0,68,3,4.58197,-74.10613,900000,0,900000
0,0,0,0,,20,,4,3,1,72,3,4.58887,-74.1599,1200000,0,1200000
0,1,0,1,1,0,5,1,2,2,90,6,6.216127,-75.55566,3900001,999999,4900000
0,0,0,0,,,,3,1,1,60,3,4.70302,-74.08917,1250000,0,1250000
0,1,0,0,8,0,5,2,3,2,130,6,4.67346,-74.056465,3220000,780000,4000000
0,1,0,0,,0,5,3,2,1,79,4,6.26756,-75.59808,2300000,0,2300000
1,1,0,0,7,20,,3,3,2,110,4,4.7304783,-74.04958,1800000,400000,2200000
0,1,0,0,,20,,4,4,3,205,6,4.69928,-74.03494,4800000,0,4800000
0,0,0,0,0,0,5,3,1,0,55,2,4.679176,-74.16353,900000,0,900000
0,0,0,0,6,5,10,2,2,2,68,5,4.7026753,-74.051735,1300000,500000,1800000
0,0,0,0,,0,5,3,5,2,217,6,6.18346,-75.56086,6000000,0,6000000
1,1,1,1,3,0,5,2,3,2,77,6,4.6991997,-74.03997,1500000,450000,1950000
0,0,0,0,1,20,,2,2,1,90,6,4.6979585,-74.04134,2330000,0,2330000
0,1,0,0,1,10,20,3,2,2,0,5,4.7008977,-74.0549,2138000,681000,2819000
1,1,0,0,10,10,20,2,2,1,73,4,4.7452407,-74.03302,1638889,11111,1650000
1,0,0,1,4,10,20,2,3,2,150,6,4.6766663,-74.05359,7000000,1000000,8000000
1,0,0,1,12,0,5,2,2,1,75,4,4.6175485,-74.07162,1800000,400000,2200000
0,0,0,0,,0,5,1,2,2,67.94,5,6.23866,-75.56479,3200000,0,3200000
0,1,0,1,4,20,,3,3,2,124,6,4.7134223,-74.048874,3000000,0,3000000
1,0,0,0,5,10,20,3,4,3,0,4,4.665751,-74.04978,8000000,0,8000000
0,1,0,0,,5,10,3,3,3,197,6,6.25045,-75.53604,7400000,0,7400000
0,0,0,0,,5,10,3,3,3,180,6,4.6496096,-74.05154,6200000,1100000,7300000
0,1,0,0,,0,5,2,2,1,62,4,4.7446,-74.02586,1036000,264000,1300000
0,0,0,0,,0,5,1,2,1,67,5,4.6729026,-74.058754,1750000,500000,2250000
1,1,0,0,3,10,20,3,3,2,127,6,4.662669,-74.04939,2498000,752000,3250000
1,0,0,0,1,20,,4,4,1,126.8,6,4.6981683,-74.03754,1873750,326250,2200000
0,1,0,0,,5,10,2,2,0,55,4,6.25899,-75.60906,1100000,0,1100000
0,0,0,0,,20,,2,1,0,46,3,4.59294,-74.10295,850000,0,850000
1,1,0,0,12,10,20,3,2,1,93,4,4.740382,-74.06533,2100000,0,2100000
1,0,1,0,,0,5,3,2,1,96,5,4.740796,-74.05668,2000000,300000,2300000
1,1,0,0,2,10,20,2,1,1,54,4,4.7273993,-74.04754,1500000,0,1500000
0,0,0,0,2,5,10,2,1,1,50,4,4.725284,-74.030556,1500000,0,1500000
0,0,0,0,0,5,10,3,2,1,60,3,4.7233505,-74.134315,720000,190000,910000
1,0,0,0,3,10,20,2,2,0,55,3,4.604189,-74.101746,850000,0,850000
1,1,0,1,,10,20,3,2,1,0,5,4.721415,-74.04545,1008500,501500,1510000
0,1,0,0,4,0,5,2,2,1,52.15,3,4.689574,-74.092674,1550000,0,1550000
0,0,0,0,5,5,10,3,2,0,66,3,4.722262,-74.13003,1000000,0,1000000
0,1,0,0,3,5,10,5,3,2,79,5,4.6713743,-74.05598,281020,318980,600000
0,0,0,0,,0,5,3,2,0,74,3,6.19929,-75.56214,1600000,0,1600000
0,0,0,0,,5,10,1,2,2,65,6,4.6992555,-74.04643,3468000,466000,3934000
1,1,0,0,1,5,10,2,2,2,0,4,4.641117,-74.059944,1536000,564000,2100000
0,0,0,0,4,10,20,2,2,1,42,3,4.7524533,-74.05871,916900,183100,1100000
0,0,0,0,2,,,2,1,1,56,4,4.648987,-74.05405,1500000,0,1500000
0,1,0,0,1,5,10,1,1,1,58,5,4.643927,-74.05419,1400000,250000,1650000
0,0,0,0,,10,20,3,2,2,0,6,4.667193,-74.04824,5661100,838900,6500000
1,1,0,0,9,20,,3,3,2,170,5,4.7096276,-74.04397,4788889,11111,4800000
0,1,0,1,1,0,5,3,3,2,117,6,6.1959414,-75.57631,2000001,999999,3000000
0,0,0,0,,10,20,3,3,2,144,5,4.75617,-74.06996,3500000,0,3500000
0,1,0,0,11,5,10,3,5,4,210,5,6.2396345,-75.59816,4500000,0,4500000
1,0,0,0,1,0,5,2,1,0,64,4,6.25113,-75.58919,1300000,0,1300000
1,1,0,0,10,10,20,2,2,1,73,4,4.745793,-74.032104,1638889,11111,1650000
0,1,0,1,1,0,5,3,2,1,57,5,6.21825,-75.602516,750001,999999,1750000
0,0,0,0,,10,20,3,3,2,119,6,4.675827,-74.05905,3078000,611000,3689000
1,1,0,1,2,5,10,2,3,2,94,6,4.687076,-74.05406,2531000,369000,2900000
1,1,0,0,13,0,5,1,1,1,0,3,4.6034575,-74.0703,1184440,132780,1317220
0,0,0,0,,5,10,3,3,1,200,6,6.2172523,-75.56035,8100000,0,8100000
0,0,0,0,1,10,20,3,2,0,120,3,6.2589965,-75.60638,1500000,0,1500000
0,0,0,0,,5,10,2,2,0,47,2,4.59001,-74.0714,630000,70000,700000
1,0,0,0,3,10,20,3,3,1,104,4,4.729409,-74.048164,1030000,670000,1700000
0,1,0,0,2,10,20,3,3,1,88,4,4.7285767,-74.04073,1099000,251000,1350000
0,1,0,0,,5,10,3,2,1,90,4,4.65716,-74.11063,1445000,255000,1700000
0,0,0,0,,10,20,4,5,0,680,5,4.69122,-74.04575,9000000,0,9000000
0,0,0,1,1,0,5,2,1,0,50,3,6.2168393,-75.60435,-249999,999999,750000
1,0,1,1,5,10,20,2,1,0,52,4,4.6331863,-74.09087,1400000,0,1400000
1,1,0,0,3,0,5,2,2,1,70,5,4.69198,-74.06059,1888889,11111,1900000
1,1,0,1,5,0,5,2,2,1,59,3,4.720869,-74.0705,1450000,0,1450000
1,1,0,0,5,10,20,1,1,1,45,5,4.659728,-74.05767,1510900,239100,1750000
1,0,0,0,,10,20,3,2,1,0,4,4.733827,-74.06016,1403768,0,1403768
0,0,0,0,,0,5,2,2,0,62,3,4.63483,-74.15112,850000,0,850000
0,1,0,0,,,,1,2,1,77,6,4.65018,-74.04989,1750000,250000,2000000
1,1,0,1,2,20,,1,1,1,48,6,4.6902227,-74.054016,1400000,0,1400000
0,0,0,0,,5,10,3,5,2,178,5,4.70101,-74.0281,4500000,0,4500000
0,0,0,0,1,10,20,2,2,1,105,6,6.1976476,-75.57651,2700000,0,2700000
1,0,0,0,,10,20,2,1,1,0,3,4.65163,-74.059135,1600000,0,1600000
0,0,0,0,,0,5,2,1,0,50,2,6.2912,-75.5536,780000,0,780000
1,1,1,1,4,10,20,3,3,2,120,6,4.6961727,-74.0499,4700000,0,4700000
0,0,0,0,2,10,20,3,1,1,40,2,4.506618,-74.12134,650000,0,650000
0,0,0,0,1,20,,1,1,0,53,4,4.629778,-74.07782,850000,0,850000
1,0,0,0,,10,20,2,2,1,0,4,4.7351117,-74.053085,1500000,0,1500000
0,0,0,0,,0,5,4,3,1,83,4,6.24764,-75.56582,1300000,0,1300000
1,0,0,0,,10,20,1,5,4,400,5,4.6932087,-74.057,9490000,0,9490000
0,1,0,1,1,20,,1,1,1,35,3,4.642447,-74.06224,1182960,28520,1211480
0,0,0,0,2,20,,1,1,1,62,5,4.7100782,-74.046715,2300000,0,2300000
1,0,1,1,5,10,20,2,2,1,70,4,4.727965,-74.03689,800000,300000,1100000
1,1,1,0,,5,10,3,3,1,105,4,4.7296343,-74.03251,1252000,324000,1576000
0,0,0,1,1,0,5,5,3,1,400,4,6.245602,-75.602745,4500001,999999,5500000
1,1,0,1,2,20,,2,2,2,79.87,6,4.696656,-74.05429,1659000,541000,2200000
1,1,0,0,4,10,20,3,4,2,0,5,4.6732354,-74.0543,2250000,750000,3000000
1,0,0,1,2,0,5,1,2,1,42,4,4.725679,-74.038025,1300000,150000,1450000
1,1,0,1,0,10,20,3,2,1,132,6,6.1925826,-75.568146,3200000,0,3200000
0,0,0,0,,20,,3,2,1,65,3,4.63179,-74.14048,1200000,0,1200000
1,0,1,0,,0,5,5,5,4,480,5,4.619107,-74.16869,8500000,1500000,10000000
0,1,0,0,,0,5,3,2,1,70,4,4.71099,-74.07209,1100000,200000,1300000
1,1,0,1,,10,20,3,2,1,86,4,4.727803,-74.03919,1150000,425000,1575000
1,0,0,0,,10,20,3,2,1,0,4,4.6383834,-74.06726,1570000,0,1570000
0,1,0,0,,0,5,3,2,1,115,5,6.23917,-75.60243,2900000,0,2900000
0,0,0,0,,20,,1,1,1,39,5,4.699955,-74.0486,1166000,362000,1528000
1,1,0,0,5,0,5,1,2,1,42,3,4.619342,-74.06536,1060000,190000,1250000
1,0,0,0,,0,5,2,1,0,0,3,4.709743,-74.122826,750000,0,750000
0,1,0,1,1,0,5,2,1,1,68,5,6.225917,-75.562775,1640001,999999,2640000
1,0,0,0,,0,5,5,3,1,240,5,6.2617497,-75.59664,6000000,0,6000000
0,0,0,1,1,0,5,1,1,0,35,5,6.2470694,-75.59754,-199999,999999,800000
0,0,0,0,1,0,5,1,1,0,25,5,6.2301254,-75.60488,1225000,25000,1250000
1,1,0,0,1,10,20,2,2,2,105,5,4.710065,-74.04909,1477000,523000,2000000
1,1,0,0,5,0,5,1,1,0,33,3,4.645852,-74.0629,1300000,0,1300000
1,0,0,0,,20,,3,4,2,155,4,4.735422,-74.03479,-1800000,4000000,2200000
0,1,0,1,1,0,5,1,1,1,71,5,6.2109632,-75.56378,2000001,999999,3000000
1,1,1,0,6,0,5,4,3,1,135,5,6.2361174,-75.60146,2500000,0,2500000
0,1,0,0,3,20,,1,1,1,41,6,4.6551075,-74.050095,1328000,311000,1639000
1,0,0,0,5,20,,3,2,1,76.4,4,4.737122,-74.05235,1750000,0,1750000
1,0,0,0,2,0,5,1,1,0,30,5,6.2423315,-75.59596,1350000,0,1350000
0,0,0,0,8,5,10,3,2,1,100,6,6.217484,-75.566284,2500000,0,2500000
1,1,0,1,6,0,5,1,1,0,40,0,4.710253,-74.0697,884000,158000,1042000
1,1,0,1,,10,20,3,2,1,80,,6.2492127,-75.563324,2400000,0,2400000
1,1,0,0,6,10,20,3,3,2,105,4,4.721484,-74.060196,1876000,362000,2238000
0,1,0,1,1,0,5,3,2,1,70,5,6.200039,-75.563065,1000001,999999,2000000
1,1,0,0,8,0,5,3,2,2,97,3,4.74982,-74.05591,2500000,0,2500000
1,0,0,0,1,10,20,3,2,1,72,3,4.6449165,-74.134315,1350000,0,1350000
1,1,0,0,4,20,,3,4,2,151,6,4.659861,-74.05018,7200000,800000,8000000
0,1,0,1,1,0,5,1,1,1,33,6,6.197622,-75.55706,1100001,999999,2100000
1,1,0,1,21,0,5,3,4,1,112,5,6.2507944,-75.58306,2600000,0,2600000
1,0,0,1,,10,20,1,1,1,0,4,4.694794,-74.045494,1450000,0,1450000
0,0,0,0,,0,5,3,1,0,75,4,6.26644,-75.59714,1300000,0,1300000
1,0,0,0,3,10,20,3,3,2,106,4,4.718165,-74.03683,2143000,357000,2500000
0,0,0,0,,20,,1,1,1,0.95,5,4.65871,-74.05751,1550000,325000,1875000
0,0,0,0,,10,20,2,2,2,80,6,4.6901393,-74.04302,1700000,400000,2100000
1,0,0,1,,10,20,3,2,4,330,5,4.7651305,-74.06142,8320000,180000,8500000
0,0,0,0,,0,5,1,2,1,50,6,4.6677437,-74.0454,2040000,360000,2400000
0,0,0,1,,10,20,2,2,2,67,6,4.685773,-74.056114,1950000,450000,2400000
0,0,0,0,,,,3,3,1,69,3,4.61834,-74.13264,1340000,160000,1500000
1,1,1,1,2,10,20,3,4,2,155,6,4.666826,-74.04294,5500000,0,5500000
0,1,0,0,5,5,10,1,1,1,41,5,4.70753,-74.05549,996000,304000,1300000
1,1,0,1,14,5,10,2,2,2,0,5,4.710061,-74.0479,2017500,414500,2432000
1,1,0,0,3,20,,3,2,2,92,5,4.720137,-74.076294,2150000,400000,2550000
0,1,0,1,7,0,5,3,3,2,107,5,4.7065763,-74.07077,1654000,423000,2077000
0,1,1,0,1,10,20,2,2,1,110,6,4.6876116,-74.02818,2488000,612000,3100000
1,1,0,0,4,20,,2,2,2,100,5,4.687254,-74.04328,3000000,0,3000000
1,0,1,0,,0,5,3,2,1,64,4,4.746218,-74.02499,1260000,240000,1500000
1,1,0,0,5,10,20,2,2,2,0,6,4.670208,-74.05208,4893000,607000,5500000
1,0,1,0,,0,5,1,1,1,50,5,4.6484966,-74.05422,1114000,193000,1307000
0,1,0,1,1,0,5,4,4,1,126,5,6.260856,-75.59418,1500001,999999,2500000
0,1,0,0,,0,5,2,3,2,90,6,6.21588,-75.56765,3000000,0,3000000
1,1,0,1,4,5,10,2,2,1,80,3,4.6098228,-74.06486,1839300,360700,2200000
1,0,1,1,,20,,4,4,2,290,5,4.690851,-74.03456,6880000,120000,7000000
1,1,0,1,5,10,20,2,3,2,0,6,4.694488,-74.03809,2455000,745000,3200000
1,1,0,0,2,0,5,2,2,2,70,6,4.6927724,-74.04604,3490000,0,3490000
0,0,0,1,1,0,5,1,1,0,50,3,6.236341,-75.58172,-99999,999999,900000
1,1,0,0,,0,5,5,5,3,400,6,6.188842,-75.578476,6000000,0,6000000
0,0,0,0,,20,,2,1,1,65,4,6.2521,-75.59218,1400000,0,1400000
1,0,0,0,,10,20,4,3,0,0,3,4.718845,-74.068375,1100000,0,1100000
1,0,0,0,1,20,,1,1,0,58,4,4.638751,-74.06197,1038889,11111,1050000
0,0,0,1,1,0,5,1,1,0,163,4,6.2462306,-75.58482,4000001,999999,5000000
0,0,0,0,,5,10,3,2,1,65,4,6.225,-75.5967,1000000,0,1000000
0,1,0,1,1,0,5,1,1,2,54,6,6.189703,-75.57734,2500001,999999,3500000
1,1,0,0,3,10,20,3,3,2,90,5,4.6728907,-74.0565,2838889,11111,2850000
1,1,0,1,5,10,20,3,3,3,138,5,4.71334,-74.03101,4197000,603000,4800000
0,0,0,0,,0,5,2,2,1,60,4,6.2357,-75.59511,1800000,0,1800000
1,1,0,0,7,5,10,3,4,4,230,6,4.6556706,-74.04983,9800000,2100000,11900000
1,0,0,0,3,5,10,1,1,0,35,3,4.6667314,-74.064,1188889,11111,1200000
0,0,0,0,6,10,20,3,4,3,0,6,4.6494255,-74.04986,4610000,1390000,6000000
0,0,0,0,0,5,10,3,2,1,80,4,4.7405057,-74.03654,924969,146000,1070969
0,1,0,1,1,20,,3,2,0,78,5,6.2438984,-75.58453,1700000,0,1700000
1,0,0,0,3,20,,1,1,0,35,4,6.2511897,-75.59515,730000,0,730000
1,0,0,0,1,20,,2,2,1,50.6,4,4.7373185,-74.04258,1033000,167000,1200000
1,1,0,1,14,0,5,1,1,1,0,3,4.6183224,-74.06517,920000,280000,1200000
1,1,0,0,3,5,10,1,2,1,0,5,4.6955185,-74.060036,650000,375000,1025000
1,1,0,0,13,0,5,1,1,0,35,3,6.2533746,-75.55359,800000,0,800000
1,1,0,0,1,20,,4,4,2,300,5,6.2433825,-75.59787,3500000,0,3500000
0,0,0,0,,5,10,2,1,0,50,3,6.22598,-75.60529,950000,0,950000
0,0,0,0,2,5,10,3,5,2,223,6,4.6702523,-74.05433,12500000,0,12500000
1,1,0,1,1,10,20,3,2,1,75,4,4.6584096,-74.113846,1464000,336000,1800000
1,1,0,0,4,0,5,3,3,2,120,6,4.694295,-74.03792,4900000,0,4900000
1,1,0,1,,10,20,2,3,3,0,6,4.663867,-74.04899,3918000,1082000,5000000
1,0,0,0,4,10,20,1,1,0,40,3,4.642397,-74.06183,1000000,0,1000000
1,0,1,1,12,20,,3,2,0,58,4,4.6635075,-74.082504,1100000,200000,1300000
1,0,0,0,5,20,,3,2,1,64,4,4.729102,-74.03163,1316000,0,1316000
0,0,0,0,,10,20,3,4,3,320,6,4.7151203,-74.02706,8358000,1142000,9500000
0,1,0,0,3,5,10,4,2,1,434,5,4.6706057,-74.05656,270946,329054,600000
1,1,0,0,6,10,20,3,2,1,80,4,4.7217326,-74.02593,1788889,11111,1800000
1,0,0,0,,10,20,3,2,1,0,4,4.6488905,-74.05575,2249244,0,2249244
1,1,0,0,5,5,10,2,2,1,65,3,4.6477556,-74.06653,1600000,0,1600000
1,1,0,0,4,10,20,2,2,1,0,4,4.7253165,-74.04009,1150475,349525,1500000
1,1,0,0,7,20,,2,1,1,55,4,4.6338363,-74.06399,1350000,0,1350000
0,0,0,0,,0,5,1,1,0,40,3,6.28598,-75.57487,700000,0,700000
0,0,0,0,,10,20,1,1,1,41,4,4.642,-74.06159,900000,300000,1200000
0,1,0,0,9,5,10,1,2,1,65,6,4.6788073,-74.05444,1980000,620000,2600000
1,0,0,1,1,20,,3,2,1,78,3,4.7309594,-74.030945,983600,183200,1166800
1,0,0,0,,10,20,5,5,4,269,4,4.6862054,-74.06435,11500000,0,11500000
0,0,0,0,1,5,10,3,4,2,141,6,4.690921,-74.04722,2600000,1100000,3700000
1,0,0,0,9,5,10,1,2,1,0,4,4.722264,-74.039314,1318000,182000,1500000
0,1,0,0,,10,20,3,4,3,263,6,4.6559,-74.04929,9500000,3000000,12500000
0,0,0,0,5,20,,1,1,1,45,4,4.63403,-74.06924,715000,285000,1000000
0,0,0,0,,20,,1,1,1,50,6,4.66432,-74.05181,1590000,310000,1900000
1,0,0,1,20,10,20,1,2,1,51,4,4.644579,-74.05556,1450000,200000,1650000
0,1,0,1,1,5,10,3,2,0,60,1,6.203581,-75.60404,1200000,0,1200000
1,0,0,1,4,0,5,2,2,2,86,5,4.7235465,-74.04149,1520000,490000,2010000
1,1,0,1,5,0,5,1,2,2,65,6,4.6777005,-74.054955,2550000,400000,2950000
0,0,0,0,,10,20,4,5,3,0,6,4.677978,-74.04494,13000000,0,13000000
1,0,0,0,,0,5,2,1,0,56,2,4.5842814,-74.11887,550000,100000,650000
1,1,0,0,8,10,20,3,2,0,57,3,4.6358876,-74.126236,810000,160000,970000
