public_transport_nearby,has_lifts,allows_pets,cctv,floor,antiquity_min_years,antiquity_max_years,rooms,bathrooms,garages,area,stratum,lat,lng,rent_price,admon_price,total_price
0,1,0,1,0,0,5,3,4,2,170,6,6.2004824,-75.56677,6100000,0,6100000
0,1,0,1,3,0,5,2,1,0,49,3,4.5901446,-74.15966,800000,0,800000
1,0,0,0,3,5,10,4,3,1,75,4,4.6191106,-74.07214,1465000,35000,1500000
1,1,0,1,3,5,10,1,2,1,65,6,4.6810946,-74.054405,3140000,530000,3670000
1,0,0,0,2,,,1,2,1,43,5,4.6969495,-74.0614,1350000,0,1350000
1,0,0,1,3,5,10,2,2,0,60,5,6.243206,-75.601814,1300000,0,1300000
0,0,0,0,,0,5,1,1,1,44,5,6.233542,-75.5961,1600000,0,1600000
0,1,0,0,,20,,3,4,2,116,6,4.68416,-74.046,3800000,0,3800000
0,1,0,0,3,5,10,2,2,1,58,5,4.7051864,-74.057205,1166000,367000,1533000
0,0,0,0,,0,5,3,2,1,63,3,6.30798,-75.56496,1110000,0,1110000
1,0,0,1,1,10,20,3,3,2,165,6,4.674256,-74.05102,6950000,1050000,8000000
0,0,0,0,,20,,3,2,0,52,3,4.62298,-74.13069,950000,0,950000
0,0,0,0,,,,2,1,0,45,3,4.67926,-74.09516,780000,0,780000
0,0,0,0,,0,5,2,1,0,40,3,4.58824,-74.1571,770000,0,770000
1,0,0,1,2,20,,2,2,1,51,3,4.7382436,-74.08523,900000,0,900000
0,1,0,0,,10,20,2,2,1,84,6,6.18108,-75.57216,1700000,0,1700000
1,1,0,1,2,5,10,2,3,2,143,6,4.677345,-74.043274,7400000,1600000,9000000
1,1,0,0,8,20,,3,3,2,171.66,6,4.6615677,-74.05495,6256000,872000,7128000
0,1,0,0,2,5,10,2,1,0,44,3,4.640974,-74.14695,720000,80000,800000
0,0,0,1,1,0,5,3,0,2,300,5,6.2412066,-75.58731,4500001,999999,5500000
1,0,0,1,3,5,10,3,3,2,125,5,4.6873817,-74.03711,3300000,400000,3700000
0,0,0,0,,0,5,3,2,1,63,3,4.65288,-74.15341,860000,170000,1030000
0,0,0,0,,10,20,2,3,1,98,4,4.6591244,-74.11169,2840000,330000,3170000
0,0,0,1,1,0,5,1,1,0,32,4,6.244131,-75.58513,-49999,999999,950000
0,0,0,1,2,20,,4,3,1,125,5,6.2472644,-75.59965,1800000,0,1800000
1,1,0,0,3,10,20,1,1,1,46.13,3,4.665331,-74.06301,1150000,0,1150000
0,1,0,0,,10,20,2,2,1,45,5,4.69269,-74.06239,550000,500000,1050000
1,1,0,0,1,10,20,1,1,1,44,5,4.708541,-74.03276,1300000,0,1300000
1,1,0,1,4,10,20,2,3,1,110,6,4.679643,-74.040924,3000000,600000,3600000
0,1,0,0,,0,5,3,2,1,93,5,6.22569,-75.56158,2600000,0,2600000
1,1,0,0,3,10,20,3,3,2,170,6,4.718248,-74.02733,5700000,0,5700000
0,1,0,0,4,0,5,2,2,2,138,6,4.674188,-74.05156,7030000,970000,8000000
0,1,0,0,1,5,10,2,3,2,146,5,4.6484175,-74.05448,4200000,0,4200000
1,0,0,0,5,10,20,3,1,0,0,3,4.7151394,-74.107056,781000,69000,850000
1,0,0,0,,20,,5,3,1,186,5,6.2600317,-75.594124,3500000,0,3500000
1,0,0,0,2,10,20,2,2,1,0,5,4.705171,-74.05638,1600000,0,1600000
1,1,0,1,3,0,5,2,2,2,94,1,4.712748,-74.08828,1847000,353000,2200000
0,0,0,0,,0,5,1,1,0,45,4,6.23349,-75.60033,800000,0,800000
0,0,0,0,,20,,1,1,1,45,4,4.70421,-74.05384,632000,334000,966000
1,0,1,0,,0,5,3,2,1,58,4,4.7555604,-74.0241,912000,188000,1100000
1,1,0,0,,0,5,1,1,1,40,3,4.6446953,-74.06328,1200000,330000,1530000
1,0,0,0,5,5,10,1,2,1,51,5,4.7042403,-74.03159,1600000,0,1600000
0,1,0,1,1,0,5,1,1,0,30,3,6.254516,-75.55306,-149999,999999,850000
0,1,0,1,1,20,,2,1,0,50,4,6.2266245,-75.56303,1250000,0,1250000
1,1,0,1,4,20,,3,3,1,101.6,6,4.6954794,-74.04178,1024000,826000,1850000
1,1,0,1,4,20,,2,2,1,53,3,,,1800000,0,1800000
1,0,0,0,,5,10,2,0,1,0,3,4.584781,-74.16054,1103000,0,1103000
0,1,0,1,1,0,5,3,2,0,52,3,6.264477,-75.569595,200001,999999,1200000
1,1,0,0,17,5,10,3,2,2,80,4,4.6968117,-74.08422,2250000,0,2250000
1,0,0,0,,10,20,5,5,3,4000,5,4.6893067,-74.03623,19000000,0,19000000
1,0,0,0,,10,20,3,2,1,0,4,4.6484895,-74.109344,2096000,0,2096000
0,0,0,0,,10,20,2,2,1,0,6,4.6795125,-74.0433,2400000,300000,2700000
0,1,0,0,3,20,,3,3,2,186,6,4.6535935,-74.05008,5600000,900000,6500000
0,1,0,1,1,10,20,3,3,0,129,5,6.239559,-75.60853,3000000,0,3000000
1,1,1,1,1,10,20,3,4,4,200,6,4.7107534,-74.02747,7800000,1200000,9000000
1,1,0,1,4,0,5,1,2,1,50,5,4.717952,-74.04874,1650000,50000,1700000
0,0,0,0,,0,5,3,2,1,60,4,6.282,-75.60412,1100000,0,1100000
0,0,0,0,,10,20,3,3,1,90,4,4.73737,-74.03444,1341000,259000,1600000
1,1,0,1,4,10,20,3,2,1,0,4,4.7474365,-74.035385,1300000,0,1300000
1,1,0,0,6,10,20,3,2,1,80,4,4.7241607,-74.02659,1788889,11111,1800000
0,1,0,0,3,10,20,3,2,1,75,4,4.660649,-74.07658,1800000,0,1800000
1,1,1,1,0,5,10,3,3,1,110,6,6.193283,-75.56661,5500000,0,5500000
1,0,0,0,2,0,5,1,2,1,40,6,4.6982403,-74.04136,1738889,11111,1750000
0,0,0,1,1,0,5,1,1,1,350,6,6.1980166,-75.58344,12000001,999999,13000000
1,0,0,0,1,20,,3,2,0,100,4,4.6511197,-74.07142,1200000,0,1200000
1,0,1,1,5,10,20,2,2,1,72,4,4.7348466,-74.03911,700000,300000,1000000
0,0,0,0,2,0,5,3,3,2,138,6,4.685275,-74.04872,5330000,585000,5915000
0,1,0,0,,5,10,1,2,1,42,4,4.72038,-74.04036,1030300,199700,1230000
0,0,0,0,1,0,5,1,1,0,46,5,6.230558,-75.60238,1275000,25000,1300000
1,0,0,1,15,5,10,1,2,0,57,4,4.6443753,-74.05535,3000000,0,3000000
0,0,0,0,,20,,1,1,1,40,6,4.6947627,-74.03518,1075000,325000,1400000
1,1,0,1,1,20,,3,3,1,126,5,4.7007484,-74.0542,1223800,688100,1911900
1,1,0,0,10,10,20,2,2,1,73,4,4.747569,-74.033844,1638889,11111,1650000
1,0,0,0,,10,20,5,5,0,0,3,4.6253443,-74.068924,5800000,0,5800000
1,1,0,0,4,0,5,1,2,2,60,6,4.6801724,-74.04573,2600000,0,2600000
0,1,0,0,,0,5,3,2,1,115,5,6.23917,-75.60243,2900000,0,2900000
1,0,0,1,10,5,10,1,2,1,53,4,4.639165,-74.0599,1800000,300000,2100000
1,0,0,0,3,5,10,2,2,1,59,4,4.634616,-74.06523,1171700,328300,1500000
1,1,0,1,3,10,20,2,2,2,65,6,4.6766305,-74.054985,2197000,503000,2700000
1,0,0,0,3,10,20,2,2,2,114,6,4.6954308,-74.05321,2085000,615000,2700000
0,1,0,1,1,0,5,2,2,2,120,5,6.180449,-75.57461,1000001,999999,2000000
0,1,0,0,,0,5,3,2,1,93,5,6.22569,-75.56158,2600000,0,2600000
1,0,0,0,2,20,,3,1,0,58,3,4.7121463,-74.10623,838889,11111,850000
0,1,0,0,,0,5,2,2,1,60,4,4.71991,-74.03456,1800000,0,1800000
1,0,1,0,,0,5,3,1,0,50,3,4.648314,-74.15679,614000,100000,714000
0,0,0,0,,,,2,4,2,221,4,4.67126,-74.06507,6500000,0,6500000
0,0,0,0,,0,5,1,1,1,40,4,6.26104,-75.59054,1100000,0,1100000
0,0,0,0,2,10,20,1,1,0,32.5,4,4.6317716,-74.06444,983000,167000,1150000
1,0,0,1,7,10,20,3,3,1,110,4,4.6486254,-74.05639,2591000,409000,3000000
1,0,0,1,,10,20,3,2,1,0,3,4.6351385,-74.12683,1600000,0,1600000
1,0,0,0,,10,20,1,2,1,0,4,4.630745,-74.08356,3000000,0,3000000
0,1,0,1,5,5,10,2,2,2,80,6,4.671879,-74.04771,5500000,0,5500000
0,0,0,0,1,0,5,3,0,1,100,5,6.234381,-75.59593,1900000,0,1900000
0,1,0,0,,5,10,1,2,1,60,4,4.63745,-74.07774,1220000,250000,1470000
0,0,0,0,,0,5,2,1,1,65,3,6.24764,-75.56582,950000,0,950000
0,1,0,0,,5,10,3,2,0,75,6,6.21178,-75.56763,2200000,0,2200000
0,1,0,1,1,0,5,2,1,0,56,5,6.227456,-75.567245,250001,999999,1250000
1,1,0,1,0,20,,3,2,1,85,6,6.2057705,-75.5765,2500000,0,2500000
0,1,0,0,,10,20,3,4,2,207,6,6.18632,-75.55793,7800000,0,7800000
1,1,0,1,3,5,10,2,3,2,76,6,4.677036,-74.05471,4200000,400000,4600000
1,1,1,1,3,5,10,1,1,1,50,5,4.670301,-74.05604,1500000,500000,2000000
0,0,0,0,2,,,1,2,0,40,4,4.631696,-74.07609,1400000,0,1400000
0,0,0,0,1,10,20,3,2,1,57,3,4.66126,-74.08135,1081600,159200,1240800
1,1,0,0,2,10,20,2,2,1,73,3,4.594172,-74.07626,1100000,200000,1300000
0,1,0,1,3,0,5,3,5,3,222,6,4.721071,-74.082695,2825800,1374200,4200000
1,0,0,1,3,10,20,2,2,2,107,6,4.692854,-74.05137,2200000,950000,3150000
1,1,0,0,5,5,10,2,2,1,44,4,4.7242346,-74.030106,1350000,0,1350000
1,1,0,0,3,10,20,3,3,2,170,6,4.717474,-74.02499,5700000,0,5700000
1,1,0,1,5,5,10,2,3,2,120,6,4.6787744,-74.04226,5500000,810000,6310000
0,0,0,1,4,20,,3,2,0,56,3,4.74884,-74.05675,940000,130000,1070000
1,0,0,1,3,5,10,2,2,0,60,5,6.243206,-75.601814,1250000,0,1250000
1,0,0,0,1,5,10,1,1,0,20,3,4.6787977,-74.06239,800000,0,800000
1,0,0,1,5,10,20,3,1,0,60,3,4.749673,-74.10818,700000,100000,800000
0,1,0,0,,20,,1,1,0,40,3,6.24806,-75.60922,700000,0,700000
0,0,0,0,,0,5,1,1,1,62,5,6.25191,-75.59661,1050000,0,1050000
1,0,1,1,,10,20,3,5,3,300,6,4.720831,-74.025505,9000000,1000000,10000000
0,0,0,0,5,10,20,2,2,1,63,5,4.704724,-74.04884,1500000,300000,1800000
0,1,0,0,,0,5,2,2,2,85,6,6.20591,-75.55507,3000000,0,3000000
1,0,0,0,3,10,20,3,3,2,117,5,4.6829853,-74.05472,3500000,0,3500000
0,1,0,0,3,0,5,1,2,2,70,6,4.671707,-74.05744,2450000,450000,2900000
1,1,1,1,12,5,10,3,5,3,214,6,4.666734,-74.0441,9300000,1200000,10500000
0,1,0,1,10,20,,3,4,3,370,6,4.6735673,-74.043304,17000000,3000000,20000000
1,0,1,0,,0,5,4,2,1,74,3,4.553627,-74.09389,900000,100000,1000000
1,1,0,1,19,10,20,2,2,2,105,4,4.61729,-74.06995,2353000,573500,2926500
1,1,0,0,,10,20,1,1,1,42,5,4.6933894,-74.061874,685000,315000,1000000
1,1,0,0,2,10,20,3,3,2,115,6,4.657833,-74.05149,3638000,862000,4500000
0,1,0,0,1,10,20,3,2,0,96,5,6.2223253,-75.56649,2600000,0,2600000
0,0,0,0,,0,5,1,1,0,45,4,6.24235,-75.58152,1100000,0,1100000
1,0,0,0,10,,,4,4,3,300,6,4.7076564,-74.0417,11495000,0,11495000
0,1,0,1,1,20,,1,1,0,37,4,4.6351027,-74.067375,820000,140000,960000
1,0,0,0,4,10,20,1,1,1,44,4,4.6330237,-74.070404,859100,190900,1050000
1,1,0,1,3,20,,2,4,2,111,6,4.686021,-74.04399,2104000,496000,2600000
1,1,0,1,,10,20,2,2,2,0,4,4.688045,-74.04235,2066000,404000,2470000
1,0,0,1,,10,20,3,2,0,0,3,4.7044535,-74.10596,1100000,0,1100000
1,0,0,0,,10,20,4,4,2,0,4,4.6903124,-74.03915,4500000,0,4500000
1,1,0,0,6,10,20,1,2,1,54,5,4.6986437,-74.04318,1005000,345000,1350000
1,1,0,0,,10,20,1,2,2,75,6,4.6806216,-74.05587,1202000,548000,1750000
1,0,0,1,,5,10,4,5,4,704,6,4.8169565,-74.04759,13520000,1480000,15000000
1,1,0,1,3,20,,3,3,2,192.29,6,4.6712213,-74.05171,4934900,1065100,6000000
1,1,0,0,7,10,20,2,1,1,48,4,4.6340857,-74.065155,778500,321500,1100000
1,1,0,0,2,10,20,3,2,0,60,3,4.753532,-74.08404,1100000,0,1100000
1,0,0,0,4,10,20,3,2,1,95,6,6.249883,-75.563675,2200000,0,2200000
0,0,0,0,,5,10,3,1,0,52,3,6.2641,-75.56939,780000,0,780000
1,0,1,0,,0,5,2,2,1,45,5,4.700473,-74.05741,1100000,300000,1400000
1,1,0,0,6,,,1,2,1,62,6,4.657781,-74.05069,2516000,584000,3100000
1,0,0,0,5,10,20,3,3,1,0,4,4.7338157,-74.05868,1605000,245000,1850000
0,1,0,0,3,0,5,1,1,0,38,3,4.638665,-74.06623,1400000,0,1400000
1,0,0,0,1,20,,2,2,1,59,3,4.7400265,-74.04053,1300000,0,1300000
0,1,0,0,,10,20,3,3,1,121,5,4.69785,-74.04539,5000000,0,5000000
0,0,0,0,,10,20,2,2,0,80,3,4.66856,-74.06443,1400000,0,1400000
0,1,0,0,4,10,20,3,2,2,103,5,4.7170854,-74.04492,2185000,315000,2500000
0,1,0,0,6,10,20,3,2,2,97,5,4.7097797,-74.060555,1820000,380000,2200000
1,1,0,1,3,10,20,2,3,2,100,6,4.678656,-74.04253,2129000,921000,3050000
1,0,0,0,3,20,,4,3,0,280,4,6.2675014,-75.596924,2400000,0,2400000
1,1,0,0,6,0,5,1,1,1,50,5,6.236703,-75.59807,1550000,0,1550000
0,0,0,0,,10,20,3,2,1,90,3,4.7264,-74.12373,800000,150000,950000
1,0,0,1,,10,20,3,2,1,121,6,4.700042,-74.04267,2500000,0,2500000
1,1,0,0,3,10,20,1,1,1,0,5,4.706515,-74.058685,1005000,195000,1200000
0,0,0,0,,10,20,5,3,0,210,3,6.25867,-75.60327,3200000,0,3200000
0,1,0,1,1,0,5,2,2,1,106,6,6.2289133,-75.54431,2600001,999999,3600000
1,0,0,0,1,20,,1,1,0,38,4,4.628249,-74.076805,1000000,0,1000000
0,0,0,0,2,20,,3,2,0,120,4,4.6333814,-74.075584,1780000,20000,1800000
0,0,0,0,1,5,10,3,2,1,59,3,4.6801233,-74.07323,1090000,160000,1250000
1,1,0,0,3,10,20,3,4,2,148,6,4.693496,-74.050476,4110000,950000,5060000
1,1,0,0,12,5,10,3,1,0,41,2,4.754706,-74.0886,900000,0,900000
1,1,0,0,10,10,20,3,5,2,0,5,4.7126317,-74.02947,2784100,715900,3500000
1,1,0,0,4,0,5,2,3,2,59,4,4.719417,-74.03367,1950000,0,1950000
0,0,0,0,1,10,20,3,2,1,65,3,4.6899366,-74.11161,996000,152000,1148000
1,0,0,0,1,20,,1,1,0,50,3,4.5983124,-74.06929,1400000,0,1400000
0,0,0,0,3,5,10,2,2,2,123,6,4.657181,-74.05157,4540000,880000,5420000
1,0,0,0,,10,20,3,2,0,54,2,4.569134,-74.14326,824000,76000,900000
1,1,0,0,4,10,20,2,2,1,75,5,4.6877823,-74.04374,1150000,350000,1500000
1,0,0,0,,10,20,3,3,2,240,4,4.727718,-74.044586,4500000,0,4500000
0,1,0,0,,0,5,3,2,1,80,6,6.1998377,-75.5617,2300000,0,2300000
1,1,0,0,3,10,20,3,2,1,87,4,4.7456694,-74.03194,1400000,100000,1500000
1,0,0,0,3,10,20,2,1,0,60,4,6.249819,-75.61362,950000,0,950000
1,1,0,0,9,20,,3,3,2,99,5,4.727678,-74.06726,1404800,395200,1800000
1,1,0,1,3,5,10,1,2,1,65,6,4.6811275,-74.054474,2220000,530000,2750000
0,1,0,1,1,0,5,1,1,1,60,6,6.191195,-75.57909,500001,999999,1500000
1,1,0,0,12,5,10,3,5,3,212,5,4.638223,-74.05903,5046000,954000,6000000
1,1,0,1,2,0,5,3,2,1,62,2,4.7221613,-74.13272,1400000,0,1400000
0,0,0,0,4,5,10,3,2,1,70,4,4.7581964,-74.05111,2000000,0,2000000
0,1,0,0,,0,5,2,2,2,70,6,6.200583,-75.57259,2800000,0,2800000
0,0,0,0,0,10,20,3,1,1,60,2,4.7295194,-74.08915,1100000,0,1100000
0,0,0,0,4,10,20,2,2,2,104,6,4.678463,-74.04318,4200000,0,4200000
1,0,1,0,,5,10,2,2,1,69,4,4.746218,-74.02499,1440000,230000,1670000
0,1,0,0,3,5,10,2,2,1,86,6,4.6728044,-74.05488,2900000,0,2900000
1,0,1,0,3,20,,2,1,0,90,4,4.6378226,-74.072,1300000,0,1300000
1,1,0,1,6,10,20,4,4,3,250,6,4.6691628,-74.047005,8900000,1100000,10000000
0,1,0,0,,10,20,4,3,4,184,6,6.19248,-75.56744,4300000,0,4300000
1,0,0,0,1,10,20,2,1,0,53,3,4.739368,-74.09664,750000,0,750000
1,1,0,1,4,10,20,1,2,2,0,6,4.657817,-74.05409,2100000,500000,2600000
1,0,0,1,5,20,,1,1,1,39,3,4.7185445,-74.053474,1310000,10000,1320000
0,1,0,1,1,0,5,3,2,1,108,5,6.2429366,-75.59415,1500001,999999,2500000
0,1,0,0,8,10,20,4,5,2,300,6,,,12400000,2600000,15000000
0,0,0,0,1,0,5,1,1,0,138,,6.219195,-75.57622,9000000,0,9000000
0,0,0,0,,0,5,3,1,0,68,3,6.26963,-75.59968,1100000,0,1100000
0,1,0,0,,5,10,2,2,2,77,4,4.64529,-74.05418,2200000,0,2200000
0,0,0,0,2,10,20,2,1,0,55,3,4.6748037,-74.092354,860000,0,860000
0,0,0,0,,20,,3,2,1,70,3,4.68135,-74.13451,990000,110000,1100000
0,0,0,1,1,0,5,2,0,0,65,3,6.2723103,-75.57873,-19999,999999,980000
0,0,0,0,3,10,20,2,1,1,52,,4.745724,-74.12616,965000,235000,1200000
0,1,0,1,1,0,5,3,2,1,80,5,6.2615614,-75.59813,1000001,999999,2000000
0,0,0,0,1,10,20,3,2,0,62,3,6.256953,-75.55882,750000,0,750000
0,0,0,0,,5,10,3,2,0,60,4,6.26582,-75.58955,1400000,0,1400000
1,0,0,0,,10,20,1,2,0,0,3,4.6007967,-74.07082,1200000,0,1200000
1,0,0,0,,10,20,4,5,4,0,5,6.2165437,-75.55496,11000000,1000000,12000000
1,1,0,0,1,10,20,2,2,1,0,5,4.695144,-74.03773,1578800,421200,2000000
1,1,0,0,3,5,10,1,2,2,0,5,4.7174067,-74.07546,2000000,600000,2600000
0,0,0,1,1,0,5,2,1,0,60,3,6.235842,-75.58177,-99999,999999,900000
1,1,0,1,2,10,20,1,2,1,71,6,4.6933765,-74.05494,1510000,440000,1950000
0,0,0,0,,20,,2,2,0,75,4,4.65649,-74.1007,1199999,0,1199999
1,1,0,1,4,10,20,2,2,2,83,6,4.695181,-74.04759,2350000,650000,3000000
1,0,0,0,,10,20,3,2,0,0,4,4.7521443,-74.04142,1170000,0,1170000
0,1,0,0,15,0,5,3,3,2,110,4,4.728544,-74.03612,2850000,450000,3300000
1,0,1,0,,10,20,3,3,1,170,6,4.7075405,-74.04146,4790000,10000,4800000
1,1,0,0,7,20,,3,3,1,113,4,4.7298627,-74.04805,2488889,11111,2500000
0,1,0,0,,0,5,1,1,1,50,4,4.60842,-74.06927,1100000,300000,1400000
0,1,0,0,4,5,10,3,2,2,100,4,4.7317586,-74.0372,1400000,300000,1700000
1,1,0,0,1,10,20,1,1,1,38,5,4.7028604,-74.05192,1040000,280000,1320000
0,0,0,0,1,,,1,1,1,35,5,4.6895347,-74.04519,1700001,0,1700001
0,0,0,0,,10,20,2,2,0,52,3,4.58379,-74.15459,850000,0,850000
0,0,0,0,1,10,20,1,2,0,160,6,6.208974,-75.55654,6000000,0,6000000
0,1,0,0,2,0,5,2,3,1,80,5,4.7019053,-74.03135,1550000,400000,1950000
1,1,1,0,14,0,5,1,1,1,44,4,4.659689,-74.0617,1450000,250000,1700000
0,1,0,0,6,0,5,1,2,2,58,6,4.662303,-74.046646,2500000,0,2500000
1,1,0,1,,5,10,3,3,2,0,6,4.692938,-74.04519,2941000,809000,3750000
1,1,1,0,9,0,5,2,2,1,57,0,6.246946,-75.59366,1580000,0,1580000
1,0,0,0,1,20,,2,1,0,40,4,4.646378,-74.068665,1300000,0,1300000
1,0,0,0,4,20,,3,4,2,128,6,4.6962705,-74.045494,2360000,570000,2930000
1,0,0,0,1,10,20,1,1,0,20,3,4.677087,-74.09987,800000,0,800000
0,0,0,1,1,0,5,3,1,0,75,3,6.2268887,-75.592224,200001,999999,1200000
0,1,0,1,3,10,20,3,5,3,181,6,4.680994,-74.05019,6500000,0,6500000
0,1,0,0,3,,,3,3,2,172,6,4.671778,-74.04546,5800000,1200000,7000000
1,0,0,0,,10,20,2,1,1,0,6,4.689215,-74.02877,1925600,424400,2350000
0,0,0,0,,0,5,1,1,0,50,5,6.26013,-75.59389,1000000,0,1000000
1,0,0,1,6,10,20,3,5,3,272,6,4.689776,-74.02846,10180000,2220000,12400000
1,1,0,1,,10,20,2,2,1,72,4,4.7241745,-74.03546,1122000,364000,1486000
1,1,0,0,5,,,3,2,1,75,3,4.664788,-74.06212,1800000,0,1800000
0,1,0,0,,0,5,1,2,1,63,6,6.18858,-75.57694,2600000,0,2600000
0,0,0,0,0,10,20,2,1,0,41,2,4.6509624,-74.156654,716400,66800,783200
1,1,0,1,0,10,20,2,3,1,100,6,6.210767,-75.567856,5000000,0,5000000
0,0,0,0,,20,,1,1,1,60,4,4.597349,-74.11684,1200000,0,1200000
0,0,0,0,,0,5,1,1,1,45,5,6.26335,-75.59864,1200000,0,1200000
0,1,0,0,2,5,10,2,1,1,50,4,4.687928,-74.077385,950000,250000,1200000
1,0,0,0,,0,5,5,3,2,400,5,6.2434654,-75.601456,5500000,0,5500000
0,1,0,1,2,20,,4,5,3,324,6,4.6698256,-74.04988,14950000,2100000,17050000
0,1,0,1,1,0,5,3,4,3,163,6,6.198243,-75.57231,3000001,999999,4000000
1,1,1,1,5,20,,4,4,3,265,6,4.652788,-74.050285,8500000,0,8500000
1,0,0,0,9,5,10,1,2,1,0,6,6.213301,-75.5629,2400000,0,2400000
0,0,0,0,,0,5,2,2,0,62,3,4.65801,-74.05289,850000,0,850000
1,0,0,0,42,0,5,1,1,1,67,4,4.6274395,-74.07292,2400000,0,2400000
1,1,0,0,10,5,10,3,2,2,65,4,4.77044,-74.03316,1450000,0,1450000
0,0,0,0,,10,20,3,2,1,65,4,4.6330266,-74.09744,1020000,280000,1300000
0,0,0,1,1,0,5,2,1,1,68,5,6.226033,-75.5648,300001,999999,1300000
0,0,0,0,,10,20,2,1,0,55,3,4.6767063,-74.0917,860000,0,860000
1,1,0,0,,20,,3,2,1,98,5,4.7084475,-74.04348,2300000,0,2300000
1,0,0,0,3,5,10,3,2,0,68,3,4.756901,-74.06914,1400000,0,1400000
0,0,0,0,,0,5,1,1,0,23,3,6.28426,-75.58723,480000,0,480000
1,1,0,0,7,10,20,3,2,1,70,4,4.6975474,-74.081436,1212000,288000,1500000
1,1,0,1,0,20,,1,2,1,60,6,6.1917725,-75.58155,1500000,0,1500000
0,1,0,1,1,0,5,1,1,2,32,6,6.197622,-75.55706,1100001,999999,2100000
0,1,0,0,7,10,20,3,5,4,225,6,4.675853,-74.05688,10500000,1500000,12000000
0,0,0,0,4,10,20,1,1,1,50,5,4.6891866,-74.041466,1650000,0,1650000
1,0,0,0,1,10,20,2,1,0,45,3,6.2189264,-75.59644,800000,0,800000
1,1,0,0,7,5,10,3,5,3,0,6,4.71262,-74.027504,10594800,1405200,12000000
0,0,0,0,1,10,20,1,1,0,58,6,4.664411,-74.04823,2000000,0,2000000
1,1,0,0,9,0,5,1,1,1,34,4,4.7263527,-74.038734,840000,180000,1020000
0,0,0,0,,5,10,2,2,2,115,6,4.660925,-74.05119,1700000,800000,2500000
1,0,0,0,2,5,10,1,1,0,55,5,6.246808,-75.60522,1400000,0,1400000
0,1,0,1,1,0,5,3,3,2,152,5,6.2442117,-75.59679,2500001,999999,3500000
1,0,0,0,4,,,2,2,1,78,4,4.733978,-74.05302,1450000,0,1450000
0,1,0,1,3,10,20,3,3,2,120,5,4.705132,-74.058655,1191900,408100,1600000
1,1,0,0,2,20,,3,2,2,93,6,4.657194,-74.049774,1400000,800000,2200000
0,0,0,0,,20,,3,2,4,345,4,4.62669,-74.08529,7000000,0,7000000
1,1,0,1,6,10,20,2,4,2,0,6,4.6814976,-74.05048,2100000,700000,2800000
0,0,0,0,,20,,3,3,2,120,5,4.70443,-74.05246,3800000,0,3800000
0,1,0,1,3,20,,3,5,4,243,6,4.669152,-74.05203,8800000,1700000,10500000
1,0,0,0,1,10,20,2,1,1,55,4,4.721219,-74.03531,700000,300000,1000000
0,0,0,1,1,10,20,2,2,0,63,5,6.2478065,-75.60265,1400000,0,1400000
1,0,1,0,,0,5,4,3,2,260,5,4.6995683,-74.08013,2900000,100000,3000000
1,1,1,0,13,20,,3,2,1,80,5,6.217838,-75.570045,2000000,0,2000000
1,0,0,0,3,10,20,3,3,2,130,4,4.670078,-74.08668,2150000,350000,2500000
0,0,0,0,,,,2,2,0,64,3,4.61295,-74.15907,900000,0,900000
0,1,0,0,,0,5,1,1,1,40,3,4.72268,-74.07168,850000,0,850000
1,0,0,0,,10,20,1,5,0,410,5,4.6807985,-74.06208,9300000,0,9300000
0,1,0,0,6,10,20,1,1,1,42,4,4.7252493,-74.050446,708000,196000,904000
0,0,0,0,,,,2,1,1,54,3,4.66221,-74.07046,1450000,0,1450000
0,0,0,0,,10,20,3,4,4,300,6,4.693724,-74.02815,10670000,1830000,12500000
0,0,0,0,0,10,20,2,1,0,45,3,4.591116,-74.146935,660465,0,660465
0,1,0,1,1,20,,3,2,1,93,6,4.6986313,-74.03574,2500000,0,2500000
0,1,0,0,7,10,20,3,3,2,105,6,6.188157,-75.57984,3100000,0,3100000
0,0,0,0,,20,,3,2,0,85,4,6.2529,-75.60725,1300000,0,1300000
0,0,0,0,1,10,20,3,1,0,50,3,4.577816,-74.1376,518844,102800,621644
1,0,0,0,,10,20,2,1,0,42,3,4.678841,-74.10679,1006000,94000,1100000
0,0,0,1,5,10,20,2,3,2,130,6,4.678272,-74.040474,2960000,870000,3830000
1,0,0,1,,10,20,3,3,2,0,4,4.7277856,-74.03185,2416000,0,2416000
1,1,1,1,4,5,10,2,2,2,100,6,4.697637,-74.04545,1519000,481000,2000000
1,0,0,0,2,20,,5,5,4,720,5,4.7249923,-74.04702,12000000,0,12000000
1,1,0,0,4,0,5,2,2,1,72.7,5,4.701854,-74.030334,1214000,562000,1776000
1,1,0,0,19,5,10,1,2,1,52,4,4.645013,-74.055786,2130000,185000,2315000
1,0,0,0,,0,5,5,3,2,400,5,6.2443175,-75.60355,5500000,0,5500000
1,1,0,0,,0,5,2,2,0,75,4,4.629679,-74.07411,1500000,0,1500000
0,1,0,0,,20,,1,1,0,30,4,4.72655,-74.03831,1000000,0,1000000
0,0,0,0,,5,10,3,2,1,89,3,4.74958,-74.06154,890400,304800,1195200
1,0,1,0,2,5,10,2,2,1,58,3,4.6997466,-74.08604,1340000,10000,1350000
0,0,0,0,,20,,3,2,1,55.42,4,4.71627,-74.06116,1250000,0,1250000
1,1,0,0,2,20,,1,1,1,41,4,4.6508555,-74.05447,1070000,330000,1400000
